time,overall,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,one_reliability
4/8/2020 9:45,2.3,2,2,2,1,2,2,6,0.579203672
4/8/2020 9:45,3.2,0,7,6,0,0,5,7,0.439254442
4/8/2020 9:45,2,7,7,7,0,5,2,8,0.491671381
4/8/2020 9:45,6.2,7,7,7,5,6,1,9,0.528140141
4/8/2020 9:45,3.4,3,6,4,0,3,5,12,0.382592527
4/8/2020 9:45,5,3,3,3,0,2,4,13,0.382247524
4/8/2020 9:45,3.8,6,7,7,0,5,4,14,0.536968572
4/8/2020 9:45,2.6,3,3,3,0,2,3,15,0.454773459
4/8/2020 9:45,7.5,4,4,5,4,4,0,16,0.596768525
4/8/2020 9:45,6.9,1,7,6,0,3,2,17,0.298456378
4/8/2020 9:45,4.4,3,7,4,0,5,4,18,0.441337604
4/8/2020 9:45,2,1,2,2,0,3,3,19,0.439872135
4/8/2020 9:50,0.4,2,2,4,3,3,1,1,0.592840267
4/8/2020 9:50,4.7,3,4,5,0,1,2,2,0.42542919
4/8/2020 9:50,2.9,5,4,4,0,3,4,4,0.452003112
4/8/2020 9:50,2.4,4,6,4,1,3,1,5,0.559120464
4/8/2020 9:50,6.3,2,2,2,2,2,2,6,0.579203672
4/8/2020 9:50,2.6,0,8.5,5.5,0,0,5,7,0.439254442
4/8/2020 9:50,4.4,7,7,7,0,5,2,8,0.491671381
4/8/2020 9:50,3.2,7,7,7,5,6,1,9,0.528140141
4/8/2020 9:50,4.2,3,6,4,0,3,5,12,0.37925648
4/8/2020 9:50,4,3.5,4,3.5,0,3.5,1.5,13,0.382247524
4/8/2020 9:50,5.4,6,7,7,0,5,4,14,0.535146938
4/8/2020 9:50,4.4,3,3,3,0,2,3,15,0.4545163
4/8/2020 9:50,5.6,5,5,5,5,4,0,16,0.596768525
4/8/2020 9:50,4.8,1,7,6,0,3,2,17,0.293319576
4/8/2020 9:50,6.3,3,7,4,0,5,4,18,0.441337604
4/8/2020 9:50,4.6,1,2,2,0,3,3,19,0.439872135
4/8/2020 9:55,3.1,7,8,5,6,7,0,1,0.592840267
4/8/2020 9:55,5.7,3,4,5,0,1,2,2,0.424542928
4/8/2020 9:55,3.2,5,4,4,0,3,4,4,0.452003112
4/8/2020 9:55,3.4,4,6,4,1,3,1,5,0.559120464
4/8/2020 9:55,5.9,2,2,2,3,2,2,6,0.578984111
4/8/2020 9:55,3.8,0,7,6,0,0,5,7,0.439254442
4/8/2020 9:55,6.1,7,7,7,0,5,2,8,0.491671381
4/8/2020 9:55,3.4,7,7,7,5,6,1,9,0.528140141
4/8/2020 9:55,6,3,6,4,0,3,5,12,0.37925648
4/8/2020 9:55,6.5,4,4.5,5,0,5,0,13,0.382247524
4/8/2020 9:55,3.6,6,7,7,0,5,4,14,0.535146938
4/8/2020 9:55,3.4,3,3,3,0,2,3,15,0.4545163
4/8/2020 9:55,3.1,4,5,4,5,4,0,16,0.596768525
4/8/2020 9:55,5.9,1,7,6,0,3,2,17,0.286400868
4/8/2020 9:55,5,3,7,4,0,5,4,18,0.441337604
4/8/2020 9:55,2.4,1,2,2,0,3,3,19,0.439872135
4/8/2020 10:00,4.6,5,4.5,5,5,5,0,1,0.593805208
4/8/2020 10:00,7.2,3,4,5,0,1,2,2,0.424188672
4/8/2020 10:00,7.7,5,4,4,0,3,5,4,0.452003112
4/8/2020 10:00,4.5,4,6,4,1,3,1,5,0.559067022
4/8/2020 10:00,3.3,2,2,2,2,2,2,6,0.578984111
4/8/2020 10:00,5,0,8,6,0,0,5,7,0.439254442
4/8/2020 10:00,5,7,7,7,0,5,2,8,0.490838772
4/8/2020 10:00,3.6,7,7,7,5,6,1,9,0.52751025
4/8/2020 10:00,3.3,3,6,4,0,3,5,12,0.37925648
4/8/2020 10:00,3.4,4,4,4,0,4,0,13,0.382247524
4/8/2020 10:00,2.7,6,7,7,0,5,4,14,0.535146938
4/8/2020 10:00,1.4,3,3,3,0,2,3,15,0.4545163
4/8/2020 10:00,6.2,4.5,4.5,4.5,4.5,3,0,16,0.595530459
4/8/2020 10:00,9.2,1,7,6,0,3,2,17,0.286400868
4/8/2020 10:00,4.9,3,7,4,0,5,4,18,0.441337604
4/8/2020 10:00,7.2,1,2,2,0,3,3,19,0.439872135
4/8/2020 10:05,7.8,7,8,6,6,7,0,1,0.593805208
4/8/2020 10:05,4,3,4,5,0,1,2,2,0.423556117
4/8/2020 10:05,4.2,4,3.5,3,0,3,5,4,0.452003112
4/8/2020 10:05,5.6,4,6,4,1,3,1,5,0.559067022
4/8/2020 10:05,5.7,2,2,2,2,2,2,6,0.578697933
4/8/2020 10:05,7.1,0,8,6,0,0,5,7,0.439254442
4/8/2020 10:05,5.3,7,7,7,0,5,2,8,0.489497457
4/8/2020 10:05,2.2,7,7,7,5,6,1,9,0.52751025
4/8/2020 10:05,3.8,3,6,4,0,3,5,12,0.37925648
4/8/2020 10:05,5.4,3,4,4,0,4,0,13,0.382247524
4/8/2020 10:05,5.6,6,7,7,0,5,4,14,0.535457974
4/8/2020 10:05,3.1,3,3,3,0,2,3,15,0.4545163
4/8/2020 10:05,2.3,4.5,5,5,4.5,4,0,16,0.596239234
4/8/2020 10:05,3.5,1,7,6,0,3,2,17,0.284144034
4/8/2020 10:05,4.2,3,7,4,0,5,4,18,0.440371161
4/8/2020 10:05,5.4,1,2,1.5,0,3,3,19,0.439872135
4/8/2020 10:10,5.9,5.5,5,5,4.5,5,0,1,0.593805208
4/8/2020 10:10,4.4,3,4,5,0,1,2,2,0.423556117
4/8/2020 10:10,4.6,5,3,3,0,3,5,4,0.449876697
4/8/2020 10:10,5,4,6,4,1,3,1,5,0.558490448
4/8/2020 10:10,4.6,2,2,2,2,2,2,6,0.578697933
4/8/2020 10:10,2.5,0,8,6,0,0,5,7,0.439254442
4/8/2020 10:10,4.6,7,7,7,0,5,2,8,0.488361496
4/8/2020 10:10,3,7,7,7,5,6,1,9,0.527455062
4/8/2020 10:10,4.9,3,6,4,0,3,5,12,0.37925648
4/8/2020 10:10,2.9,3.5,4.5,4.5,0,4,0,13,0.382247524
4/8/2020 10:10,6.9,6,7,7,0,5,4,14,0.535457974
4/8/2020 10:10,7.5,3,3,3,0,2,3,15,0.4545163
4/8/2020 10:10,5.4,4.5,4,4.5,5,3,0,16,0.595241282
4/8/2020 10:10,2.2,1,7,6,0,3,2,17,0.284144034
4/8/2020 10:10,4.7,3,7,4,0,5,4,18,0.440371161
4/8/2020 10:10,5.2,1,2,2,0,3,3,19,0.439872135
4/8/2020 10:15,4.6,2,2,5,3,3,1,1,0.593805208
4/8/2020 10:15,3.4,3,4,5,0,1,2,2,0.421151696
4/8/2020 10:15,2.7,5,4,4,0,3,5,4,0.449876697
4/8/2020 10:15,7.8,4,6,4,1,3,1,5,0.558490448
4/8/2020 10:15,4.4,2,2,2,2,2,2,6,0.578697933
4/8/2020 10:15,4.2,0,8,5.5,0,0,5,7,0.439254442
4/8/2020 10:15,3.7,7,7,7,0,5,2,8,0.487313784
4/8/2020 10:15,5.5,7,7,7,5,6,1,9,0.527455062
4/8/2020 10:15,3.2,3,6,4,0,3,5,12,0.37925648
4/8/2020 10:15,3.4,4,3.5,3,0,3.5,0,13,0.382247524
4/8/2020 10:15,4.3,6,7,7,0,5,4,14,0.535457974
4/8/2020 10:15,6.3,3,3,3,0,2,3,15,0.4545163
4/8/2020 10:15,3,5,5,5,5,4,0,16,0.595241282
4/8/2020 10:15,6.6,1,7,6,0,3,2,17,0.284025792
4/8/2020 10:15,1.9,3,7,4,0,5,4,18,0.440371161
4/8/2020 10:15,5.3,1,2,2,0,3,3,19,0.439872135
4/8/2020 10:20,4.7,1.5,1,4,3,2.5,0,1,0.593805208
4/8/2020 10:20,6.1,3,4,5,0,1,2,2,0.419234776
4/8/2020 10:20,1.9,5,4,4.5,0,3,4,4,0.449876697
4/8/2020 10:20,4.1,4,6,4,1,3,1,5,0.558490448
4/8/2020 10:20,2.7,2,2,2,2,2,2,6,0.578697933
4/8/2020 10:20,6,0,8.5,5.5,0,0,5.5,7,0.439254442
4/8/2020 10:20,6.9,7,7,7,0,5,2,8,0.486961014
4/8/2020 10:20,6.6,7,7,7,5,6,1,9,0.527455062
4/8/2020 10:20,7.3,3,6,4,0,3,5,12,0.37925648
4/8/2020 10:20,2.4,2,2,2,0,2,3.5,13,0.377735645
4/8/2020 10:20,7,6,7,7,0,5,4,14,0.535457974
4/8/2020 10:20,5.7,3,3,3,0,2,3,15,0.452809675
4/8/2020 10:20,4.5,4,5,4,5,4,0,16,0.595241282
4/8/2020 10:20,0.6,1,7,6,0,3,2,17,0.283173004
4/8/2020 10:20,4.8,3,7,4,0,5,4,18,0.440371161
4/8/2020 10:20,4.7,1,2,2,0,3,2,19,0.439872135
4/8/2020 10:25,4.3,2,1,4,3,2,1,1,0.593805208
4/8/2020 10:25,4,3,4,5,0,1,2,2,0.418522472
4/8/2020 10:25,4.2,5,4,3.5,0,3,5,4,0.449876697
4/8/2020 10:25,0.3,4,6,4,1,3,1,5,0.557295959
4/8/2020 10:25,3.9,2,2,2,2,2,2,6,0.578697933
4/8/2020 10:25,5.4,0,7,6,0,0,5,7,0.439254442
4/8/2020 10:25,3.6,7,7,7,0,5,2,8,0.486961014
4/8/2020 10:25,3.1,7,7,7,5,6,1,9,0.526323238
4/8/2020 10:25,3.7,3,6,4,0,3,5,12,0.374313735
4/8/2020 10:25,5.2,2,2,2,0,2,4,13,0.377735645
4/8/2020 10:25,3.9,6,7,7,0,5,4,14,0.535457974
4/8/2020 10:25,5.4,3,3,3,0,2,2,15,0.452770291
4/8/2020 10:25,5.6,3,3,3,4,2,0,16,0.595241282
4/8/2020 10:25,5.6,1,7,6,0,3,2,17,0.283173004
4/8/2020 10:25,5.6,3,7,4,0,5,4,18,0.440251929
4/8/2020 10:25,3.4,1,2,2,0,3,3,19,0.439872135
4/8/2020 10:30,3.4,2.5,1,4.5,3,2,0.5,1,0.594532583
4/8/2020 10:30,3.4,3,4,5,0,1,2,2,0.418542464
4/8/2020 10:30,4.1,5,3.5,4,0,3,5,4,0.449876697
4/8/2020 10:30,7.2,4,6,4,1,3,0,5,0.557295959
4/8/2020 10:30,2.8,2,2,2,2,2,1,6,0.57795274
4/8/2020 10:30,3.3,0,8,6,0,0,5,7,0.439254442
4/8/2020 10:30,8.2,7,7,7,0,5,2,8,0.486961014
4/8/2020 10:30,3.7,7,7,7,5,6,1,9,0.527034465
4/8/2020 10:30,5.4,3,6,4,0,3,5,12,0.374313735
4/8/2020 10:30,4.8,2,2,2,0,3,2.5,13,0.377735645
4/8/2020 10:30,6.8,6,7,7,0,5,4,14,0.535457974
4/8/2020 10:30,3,3,3,3,0,2,3,15,0.452741997
4/8/2020 10:30,5.1,3,3,2,3,2,1,16,0.595056608
4/8/2020 10:30,7,1,7,6,0,3,2,17,0.283173004
4/8/2020 10:30,4.3,3,7,4,0,5,4,18,0.443710484
4/8/2020 10:30,1.5,1,2,2,0,3,3,19,0.439872135
4/8/2020 10:35,6.3,2,1,4,3,2,0,1,0.594532583
4/8/2020 10:35,6.9,3,4,5,0,1,1,2,0.418542464
4/8/2020 10:35,5.4,4,4,4,0,3,5,4,0.449876697
4/8/2020 10:35,5.4,4,6,4,1,3,1,5,0.556083802
4/8/2020 10:35,5,2,2,2,2,2,0,6,0.57795274
4/8/2020 10:35,1.6,0,8,5,0,0,5,7,0.439254442
4/8/2020 10:35,5.3,7,7,7,0,5,2,8,0.486961014
4/8/2020 10:35,5.2,7,7,7,5,6,1,9,0.527062684
4/8/2020 10:35,3.2,3,6,4,0,3,5,12,0.377395766
4/8/2020 10:35,4.4,4.5,5,4.5,0,4,0,13,0.377735645
4/8/2020 10:35,4.9,6,7,7,0,5,4,14,0.535457974
4/8/2020 10:35,3.5,3,3,3,0,2,3,15,0.452741997
4/8/2020 10:35,2.8,4,4,4,4,3.5,0,16,0.595056608
4/8/2020 10:35,6.1,1,7,6,0,3,2,17,0.283173004
4/8/2020 10:35,5,3,7,4,0,5,4,18,0.443170312
4/8/2020 10:35,3,1,2,2,0,3,3,19,0.439872135
4/8/2020 10:40,5.4,2,1,4,3,2,1,1,0.594532583
4/8/2020 10:40,1.8,3,4,5,0,1,2,2,0.417393748
4/8/2020 10:40,4.2,5,4,4,0,3,5.5,4,0.449876697
4/8/2020 10:40,4.4,4,6,4,1,2.5,0,5,0.556083802
4/8/2020 10:40,4.2,2,2,2,2,2,1,6,0.577313175
4/8/2020 10:40,5.6,0,8,5,0,0,4,7,0.439254442
4/8/2020 10:40,4.3,7,7,7,0,6,2,8,0.486961014
4/8/2020 10:40,2.4,7,7,7,5,6,1,9,0.527062684
4/8/2020 10:40,3.1,3,6,4,0,3,5,12,0.377395766
4/8/2020 10:40,5.6,2,2.5,2,0,3,3,13,0.377735645
4/8/2020 10:40,5.4,6,7,7,0,5,4,14,0.535457974
4/8/2020 10:40,4.5,3,3,3,0,2,3,15,0.452412042
4/8/2020 10:40,3.8,5,5,4.5,4,3,0,16,0.595056608
4/8/2020 10:40,7.4,1,7,6,0,3,2,17,0.283173004
4/8/2020 10:40,5.1,3,7,4,0,5,4,18,0.443170312
4/8/2020 10:40,5.3,1,2,2,0,3,0.5,19,0.439872135
4/8/2020 10:45,4.2,2,1,4,3,2,1,1,0.594532583
4/8/2020 10:45,3.9,3,4,5,0,1,1,2,0.415435553
4/8/2020 10:45,1.9,5,4,4,0,3,4,4,0.449876697
4/8/2020 10:45,6.7,4,6,4,1,3,0,5,0.556987208
4/8/2020 10:45,6.5,2,2,2,2,2,1,6,0.576685288
4/8/2020 10:45,4.3,0,8,6,0,0,5,7,0.439254442
4/8/2020 10:45,5.5,7,7,7,0,5,2,8,0.485578982
4/8/2020 10:45,4.3,7,7,7,5,6,1,9,0.527062684
4/8/2020 10:45,5.2,3,6,4,0,3,5,12,0.374429103
4/8/2020 10:45,4.2,2,2,2,0,2,3,13,0.378748854
4/8/2020 10:45,6,6,7,7,0,5,4,14,0.534654539
4/8/2020 10:45,2.2,3,3,3,0,2,3,15,0.452412042
4/8/2020 10:45,5,4.5,5,5,5,3,0,16,0.593611841
4/8/2020 10:45,5.4,1,7,6,0,3,1.5,17,0.283173004
4/8/2020 10:45,5,3,7,4,0,5,4,18,0.443170312
4/8/2020 10:45,2.8,1,2,2,0,3,3,19,0.439872135
4/8/2020 10:50,3.9,2,1,5,3,2,1,1,0.594294853
4/8/2020 10:50,4.2,3,4,5,0,1,2,2,0.418139617
4/8/2020 10:50,3.2,5,4,4,0,3,5,4,0.449876697
4/8/2020 10:50,3.8,4,6,4,1,3,1,5,0.556987208
4/8/2020 10:50,3.7,2,2,2,2,2,1,6,0.576685288
4/8/2020 10:50,5.5,0,8,5,0,0,4,7,0.439254442
4/8/2020 10:50,5.3,7,7,7,0,5,2,8,0.485578982
4/8/2020 10:50,3.4,7,7,7,5,6,1,9,0.527062684
4/8/2020 10:50,4.7,3,6,4,0,3,5,12,0.374429103
4/8/2020 10:50,3.5,3,2,2,0,3,0,13,0.375359079
4/8/2020 10:50,3.3,6,7,7,0,5,4,14,0.534439958
4/8/2020 10:50,5.2,3,3,3,0,2,3,15,0.452765329
4/8/2020 10:50,6.5,5,4,4,5,4,0,16,0.593611841
4/8/2020 10:50,3.5,1,7,6,0,3,2,17,0.283173004
4/8/2020 10:50,5.1,3,7,4,0,5,4,18,0.443170312
4/8/2020 10:50,5.4,1,2,2,0,3,0,19,0.440637227
4/8/2020 10:55,3.5,2,1,4,3,2,1,1,0.594294853
4/8/2020 10:55,6.4,3,4,5,0,1,2,2,0.419645137
4/8/2020 10:55,6,5,4,4,0,3,4.5,4,0.449876697
4/8/2020 10:55,3.6,4,6,4,1,3,0.5,5,0.556987208
4/8/2020 10:55,5.7,2,2,2,2,2,0,6,0.576685288
4/8/2020 10:55,5,0,8,7,0,0,6,7,0.439254442
4/8/2020 10:55,4.6,7,7,7,0,5,2,8,0.485765372
4/8/2020 10:55,3.3,7,7,7,5,6,1,9,0.527062684
4/8/2020 10:55,4,3,6,4,0,3,5,12,0.373147792
4/8/2020 10:55,5.5,4,3,2,0,4,0,13,0.376792463
4/8/2020 10:55,3.4,6,7,7,0,5,4,14,0.534439958
4/8/2020 10:55,3.4,3,3,3,0,2,3,15,0.452765329
4/8/2020 10:55,4,5,5,5,5,4,0,16,0.593611841
4/8/2020 10:55,5.3,1,7,6,0,3,2,17,0.283173004
4/8/2020 10:55,6.9,3,7,4,0,5,4,18,0.440541284
4/8/2020 10:55,5.4,1,2,1.5,0,3,2,19,0.440637227
4/8/2020 11:00,4.5,2,1,4,3,2,1,1,0.594294853
4/8/2020 11:00,4.6,3,4,5,0,1,2,2,0.419645137
4/8/2020 11:00,5.6,5,3,3.5,0,3,6,4,0.444808674
4/8/2020 11:00,4.2,4,6,4,1,3,1,5,0.556987208
4/8/2020 11:00,6.1,2,2,2,2,2,0,6,0.576188988
4/8/2020 11:00,5.9,7,7,7,0,5,2,8,0.485096099
4/8/2020 11:00,1.4,7,7,7,5,6,1,9,0.526614343
4/8/2020 11:00,8,3,6,4,0,3,5,12,0.373147792
4/8/2020 11:00,4.3,3,3,3,0,2.5,0,13,0.376792463
4/8/2020 11:00,4.7,6,7,7,0,5,3.5,14,0.534439958
4/8/2020 11:00,3,3,3,3,0,2,3,15,0.451381606
4/8/2020 11:00,6,4,4,4,4,3,0,16,0.593611841
4/8/2020 11:00,2.6,1,7,6,0,3,2,17,0.283173004
4/8/2020 11:00,5.2,3,7,4,0,5,4,18,0.440541284
4/8/2020 11:00,3.4,1,2,2,0,3,0.5,19,0.440637227
4/8/2020 11:05,2.6,2,1,4,3,2,1,1,0.592821923
4/8/2020 11:05,4.4,3,4,5,0,1,1,2,0.418469407
4/8/2020 11:05,4.7,5,4,4,0,3,4,4,0.444499036
4/8/2020 11:05,6,4,6,4,1,3,0,5,0.556987208
4/8/2020 11:05,2.2,2,2,2,2,2,2,6,0.576188988
4/8/2020 11:05,3.7,0,7.5,7,0,0,2.5,7,0.439254442
4/8/2020 11:05,4.8,7,7,7,0,5,2,8,0.484941691
4/8/2020 11:05,4.9,7,7,7,5,6,1,9,0.526013652
4/8/2020 11:05,2.2,3,6,4,0,3,5,12,0.373147792
4/8/2020 11:05,3.2,4,2,2,0,4,0,13,0.376792463
4/8/2020 11:05,6.3,6,7,7,0,5,4,14,0.534439958
4/8/2020 11:05,2,3,3,3,0,2,2,15,0.451381606
4/8/2020 11:05,6,5,4.5,5,5,4,0,16,0.593636105
4/8/2020 11:05,6.2,1,7,6,0,3,2,17,0.283173004
4/8/2020 11:05,4.2,3,7,4,0,5,4,18,0.440541284
4/8/2020 11:05,4.4,1,2,2,0,3,3,19,0.440637227
4/8/2020 11:10,4.6,2,1,3.5,2.5,2,0,1,0.592821923
4/8/2020 11:10,5,3,4,5,0,1,2,2,0.418469407
4/8/2020 11:10,6.2,5,4,4,0,3,4,4,0.444499036
4/8/2020 11:10,5.7,4,6,4,1,3,1,5,0.556206932
4/8/2020 11:10,6,2,2,2,2,2,1,6,0.575030808
4/8/2020 11:10,3.9,0,8,5,0,0,5,7,0.439254442
4/8/2020 11:10,4,7,7,8,0,6,2,8,0.484941691
4/8/2020 11:10,3.2,7,7,7,5,6,1,9,0.524985546
4/8/2020 11:10,2,3,6,4,0,3,5,12,0.373147792
4/8/2020 11:10,4.2,3,3,3.5,0,4,1.5,13,0.376792463
4/8/2020 11:10,4.6,6,7,7,0,5,4,14,0.534439958
4/8/2020 11:10,3.1,3,3,3,0,2,2,15,0.451266041
4/8/2020 11:10,5.4,4,5,5,5,4,0,16,0.593636105
4/8/2020 11:10,4.8,1,7,6,0,3,2,17,0.283173004
4/8/2020 11:10,4.2,3,7,4,0,5,4,18,0.440541284
4/8/2020 11:10,5,1,2,2,0,3,2,19,0.438060048
4/8/2020 11:15,3.8,2,1,4,3,2,1,1,0.592821923
4/8/2020 11:15,5.8,3,4,5,0,1,2,2,0.417813417
4/8/2020 11:15,5.2,5,4,4,0,3,3.5,4,0.444499036
4/8/2020 11:15,8.3,4,5,4,1,3,1,5,0.556206932
4/8/2020 11:15,6,2,2,2,2,2,1,6,0.575030808
4/8/2020 11:15,7.2,0,8,6,0,0,5,7,0.439254442
4/8/2020 11:15,5,7,7,7,0,6,2,8,0.484838217
4/8/2020 11:15,3.4,7,7,7,5,6,1,9,0.524985546
4/8/2020 11:15,3.1,3,6,4,0,3,5,12,0.373147792
4/8/2020 11:15,6.7,2,2,3,0,3,3,13,0.376792463
4/8/2020 11:15,4.4,6,7,7,0,5,4,14,0.534439958
4/8/2020 11:15,2.9,3,3,3,0,2,2,15,0.451266041
4/8/2020 11:15,5,2.5,3,3.5,3,2,0,16,0.593636105
4/8/2020 11:15,4.2,0.5,7,6,0,3,1.5,17,0.27759898
4/8/2020 11:15,7.4,3,7,4,0,5,4,18,0.440541284
4/8/2020 11:15,3.6,1,3,2,0,3,2,19,0.438060048
4/8/2020 11:20,3.8,2,1,4,3,1,1,1,0.592821923
4/8/2020 11:20,4.8,3,4,5,0,1,2,2,0.415218755
4/8/2020 11:20,5.6,5,4,4,0,2,5,4,0.442256506
4/8/2020 11:20,4.8,4,6,4,1,3,1,5,0.558274205
4/8/2020 11:20,4.7,2,2,2,2,2.5,1,6,0.575198055
4/8/2020 11:20,5,0,7.5,6.5,0,0,3,7,0.439254442
4/8/2020 11:20,2.5,7,7,7,0,6,2,8,0.485785754
4/8/2020 11:20,3.6,7,7,7,5,6,1,9,0.523402311
4/8/2020 11:20,4.4,3,6,4,0,3,5,12,0.373147792
4/8/2020 11:20,4.2,2.5,2,2,0,2.5,4,13,0.376792463
4/8/2020 11:20,5.8,6,7,7,0,5,4,14,0.533546658
4/8/2020 11:20,4.6,3,3,3,0,2,3,15,0.451266041
4/8/2020 11:20,4.8,3.5,4,3,3.5,2.5,0,16,0.593636105
4/8/2020 11:20,3.7,1,7,5,0,3.5,1,17,0.27759898
4/8/2020 11:20,5.6,3,7,4,0,5,4,18,0.440541284
4/8/2020 11:20,3.7,2,2,2,0,4,2,19,0.434684446
4/8/2020 11:25,5.4,2,1,4,3,2,1,1,0.592821923
4/8/2020 11:25,3.7,3,4,5,0,1,2,2,0.41822947
4/8/2020 11:25,5.7,5,4,4,0,3,5,4,0.442256506
4/8/2020 11:25,6.5,4,6,4,1,3,0,5,0.558274205
4/8/2020 11:25,4.3,2,2,3,2,2,1,6,0.575198055
4/8/2020 11:25,3.9,0,7,5,0,0,5,7,0.439254442
4/8/2020 11:25,5.7,7,7,7,0,5,2,8,0.485195501
4/8/2020 11:25,2,7,7,7,5,6,1,9,0.522618449
4/8/2020 11:25,7.1,3,6,4,0,3,5,12,0.373147792
4/8/2020 11:25,5.2,2,2,3,0,3,1,13,0.376792463
4/8/2020 11:25,4.3,6,7,7,0,5,4,14,0.533546658
4/8/2020 11:25,3.3,3,3,3,0,2,2,15,0.45146058
4/8/2020 11:25,5.2,4,5,5,5,3,0,16,0.593636105
4/8/2020 11:25,4.6,1,7,6,0,3,1.5,17,0.27759898
4/8/2020 11:25,4,3,7,4,0,5,4,18,0.440541284
4/8/2020 11:25,5.6,1,2,2,0,3,1.5,19,0.436474634
4/8/2020 11:30,5.6,2,1,4,3,2,0,1,0.592117672
4/8/2020 11:30,5.8,3,4,5,0,1,2,2,0.41822947
4/8/2020 11:30,5.5,5,3,4,0,3,4,4,0.442256506
4/8/2020 11:30,4.6,4,6,4,2,3,1,5,0.558274205
4/8/2020 11:30,4.2,2,2,2,2,2,2,6,0.575198055
4/8/2020 11:30,3.9,0,8,6,0,0,5,7,0.439254442
4/8/2020 11:30,6.2,7,7,8,0,5,2,8,0.485195501
4/8/2020 11:30,3.1,7,7,7,5,6,0,9,0.52098573
4/8/2020 11:30,5.1,6,9,5,4,5,3,11,0.586521481
4/8/2020 11:30,7.2,3,6,4,0,3,5,12,0.372645911
4/8/2020 11:30,4.5,3,3,2,0,3,2,13,0.376792463
4/8/2020 11:30,6.8,6,7,7,0,5,4,14,0.533546658
4/8/2020 11:30,1.4,3,3,3,0,2,2,15,0.451577658
4/8/2020 11:30,2.5,4.5,5,5,4.5,3,0,16,0.593636105
4/8/2020 11:30,3.2,1,7,6,0,3,2,17,0.27759898
4/8/2020 11:30,7.2,3,7,4,0,5,4,18,0.440541284
4/8/2020 11:30,3.4,1,2,2,0,3,2,19,0.436240531
4/8/2020 11:35,7,2,1.5,4,3,1.5,0,1,0.593910371
4/8/2020 11:35,2.7,3,4,5,0,1,2,2,0.417729193
4/8/2020 11:35,5.3,4,3,3,0,2,6,4,0.440915193
4/8/2020 11:35,5.6,4,7,4,1,3,0,5,0.558274205
4/8/2020 11:35,6.7,2.5,2,2.5,2,2,0,6,0.574166551
4/8/2020 11:35,5.3,0,8,6,0,0,6,7,0.439254442
4/8/2020 11:35,3.7,7,7,7,0,5,2,8,0.483539323
4/8/2020 11:35,5.5,7,7,7,5,6,1,9,0.52098573
4/8/2020 11:35,2.1,6,9,5,4,5,3,11,0.586521481
4/8/2020 11:35,4.8,3,6,4,0,3,5,12,0.372645911
4/8/2020 11:35,1.9,2,2,2,0,3,2.5,13,0.373499002
4/8/2020 11:35,3.7,6,7,7,0,5,4,14,0.533546658
4/8/2020 11:35,7.5,3,3,3,0,2,3,15,0.450790421
4/8/2020 11:35,5.8,5,5,4,4.5,3.5,0,16,0.593636105
4/8/2020 11:35,4.3,1,7,5,0,3,2,17,0.27759898
4/8/2020 11:35,4.2,3,7,4,0,5,4,18,0.440541284
4/8/2020 11:35,5.7,1,2,1,0,3,0,19,0.436240531
4/8/2020 11:40,3.6,2.5,1.5,4.5,3.5,2.5,0.5,1,0.591211306
4/8/2020 11:40,5.8,3,4,5,0,1,2,2,0.418802612
4/8/2020 11:40,3,5,4,4,0,3,3.5,4,0.440915193
4/8/2020 11:40,6.5,4,6,4,1,3,0.5,5,0.558274205
4/8/2020 11:40,4.6,2,2,2,2,2,0,6,0.573920446
4/8/2020 11:40,4.6,0,8,7,0,0,5.5,7,0.439254442
4/8/2020 11:40,7.2,7,7,7,0,5,2,8,0.483585634
4/8/2020 11:40,6.6,7,7,7,5,6,1,9,0.52098573
4/8/2020 11:40,5.1,6,9,5,4,5,3,11,0.586521481
4/8/2020 11:40,6.1,3,6,4,0,3,5,12,0.372645911
4/8/2020 11:40,2.6,5,5,5,0,5,0,13,0.373499002
4/8/2020 11:40,7.1,6,7,7,0,5,3,14,0.533546658
4/8/2020 11:40,6.3,3,3,3,0,2,2,15,0.449998993
4/8/2020 11:40,6.8,5,4,5,5,3,0,16,0.593156556
4/8/2020 11:40,1,1,7,6,0,3,0.5,17,0.27759898
4/8/2020 11:40,6.3,3,7,4,0,5,4,18,0.439996387
4/8/2020 11:40,5.6,1,2,2,0,3,0,19,0.436240531
4/8/2020 11:45,5.2,2,1,5,3,2,0.5,1,0.591213667
4/8/2020 11:45,6.3,3,4,5,0,1,2,2,0.419080177
4/8/2020 11:45,5.5,5,4,4,0,4,4,4,0.445608417
4/8/2020 11:45,5.2,4,6,4,1,3,0,5,0.556253676
4/8/2020 11:45,2.9,2,2,2,2,2,1.5,6,0.573920446
4/8/2020 11:45,1.6,7,7,7,0,5,2,8,0.483585634
4/8/2020 11:45,3.1,7,7,7,5,6,1,9,0.5197344
4/8/2020 11:45,3.4,6,9,5,4,5,3,11,0.586521481
4/8/2020 11:45,4.1,3,6,4,0,3,5,12,0.372645911
4/8/2020 11:45,7.6,3,2,2,0,1,3,13,0.373499002
4/8/2020 11:45,4.5,6,7,7,0,5,4,14,0.5348569
4/8/2020 11:45,5.7,3,3,3,0,2,2,15,0.449781385
4/8/2020 11:45,4.1,4,4,4,4.5,4,0,16,0.593156556
