time,location1,location2,location3,location4,location5,location6,location7,location8,location9,location10,location11,location12,location13,location14,location15,location16,location17,location18,location19
4/10/2020 3:50,"[4.75, 6.0, 5.5, 2.0, 6.5, 5.0, 0.5, 1.0]","[2.804166666666667, 2.75, 5.5, 3.0, 0.0, 4.5, 0.0, 2.0]",,"[6.416666666666667, 6.5, 7.0, 9.0, 0.0, 6.5, 0.0, 4.0]","[6.687500000000001, 8.5, 5.5, 6.5, 3.5, 8.5, 0.0, 5.0]","[4.229166666666667, 3.0, 5.0, 4.0, 4.0, 9.5, 0.0, 6.0]",,"[5.445833333333334, 7.75, 5.5, 6.0, 0.0, 6.0, 0.0, 8.0]","[4.375, 5.0, 6.5, 2.5, 4.0, 8.0, 0.0, 9.0]","[4.187500000000001, 5.25, 9.0, 3.5, 0.0, 5.25, 0.0, 10.0]","[5.875, 5.0, 4.0, 6.0, 6.0, 10.0, 0.0, 11.0]","[3.4791666666666665, 5.0, 1.5, 4.5, 0.0, 3.5, 0.0, 12.0]","[1.4583333333333337, 1.0, 2.0, 2.0, 0.0, 4.0, 0.0, 13.0]",,"[5.083333333333333, 4.0, 5.0, 8.0, 0.0, 7.0, 0.0, 15.0]","[6.854166666666667, 8.0, 7.5, 5.25, 6.5, 6.25, 0.0, 16.0]","[3.270833333333333, 2.5, 9.0, 3.5, 0.0, 2.5, 0.0, 17.0]","[3.7083333333333335, 2.0, 3.5, 6.5, 0.0, 6.0, 0.0, 18.0]","[5.458333333333333, 7.0, 7.0, 6.0, 0.0, 7.0, 0.0, 19.0]"
4/10/2020 3:55,"[4.75, 6.0, 5.5, 2.0, 6.5, 5.0, 0.5, 1.0]","[2.9375, 4.5, 3.0, 3.0, 0.0, 3.0, 0.0, 2.0]",,"[6.25, 8.0, 5.0, 8.0, 0.0, 7.0, 0.0, 4.0]","[7.708333333333334, 8.0, 4.0, 10.0, 4.0, 7.0, 0.0, 5.0]","[4.333333333333334, 3.0, 6.5, 4.0, 4.0, 7.5, 0.0, 6.0]",,"[6.3125, 7.5, 7.0, 8.0, 0.0, 6.0, 0.0, 8.0]","[4.375, 5.0, 6.5, 2.5, 4.0, 8.0, 0.0, 9.0]","[4.187500000000001, 5.25, 9.0, 3.5, 0.0, 5.25, 0.0, 10.0]","[5.875, 5.0, 4.0, 6.0, 6.0, 10.0, 0.0, 11.0]","[3.4791666666666665, 5.0, 1.5, 4.5, 0.0, 3.5, 0.0, 12.0]","[2.270833333333333, 5.5, 1.5, 1.0, 0.0, 2.5, 0.0, 13.0]",,"[4.833333333333333, 4.0, 6.0, 7.0, 0.0, 7.0, 0.0, 15.0]","[6.854166666666667, 8.0, 7.5, 5.25, 6.5, 6.25, 0.0, 16.0]","[3.270833333333333, 2.5, 9.0, 3.5, 0.0, 2.5, 0.0, 17.0]","[3.458333333333334, 1.0, 3.0, 7.0, 0.0, 4.0, 0.0, 18.0]","[4.541666666666667, 7.0, 7.0, 3.5, 0.0, 7.5, 0.0, 19.0]"
4/10/2020 4:00,"[5.25, 10.0, 1.0, 3.0, 5.0, 1.0, 1.0, 1]","[2.9375, 4.5, 3.0, 3.0, 0.0, 3.0, 0.0, 2.0]",,"[6.25, 8.0, 5.0, 8.0, 0.0, 7.0, 0.0, 4.0]","[7.708333333333334, 8.0, 4.0, 10.0, 4.0, 7.0, 0.0, 5.0]","[3.291666666666667, 1.0, 8.0, 3.0, 3.0, 6.0, 0.0, 6.0]",,"[6.654166666666667, 7.75, 7.5, 8.5, 0.0, 6.5, 0.0, 8.0]","[4.791666666666667, 6.0, 6.0, 3.0, 4.0, 8.0, 0.0, 9.0]","[4.270833333333334, 5.5, 8.0, 4.0, 0.0, 4.0, 0.0, 10.0]","[5.875, 5.0, 4.0, 6.0, 6.0, 10.0, 0.0, 11.0]","[3.4791666666666665, 5.0, 1.5, 4.5, 0.0, 3.5, 0.0, 12.0]","[2.270833333333333, 5.5, 1.5, 1.0, 0.0, 2.5, 0.0, 13.0]",,"[5.270833333333334, 5.5, 6.5, 7.0, 0.0, 5.5, 0.0, 15.0]","[6.854166666666667, 8.0, 7.5, 5.25, 6.5, 6.25, 0.0, 16.0]","[3.270833333333333, 2.5, 9.0, 3.5, 0.0, 2.5, 0.0, 17.0]","[3.145833333333333, 2.0, 3.0, 5.5, 0.0, 3.0, 0.0, 18.0]","[4.541666666666667, 7.0, 7.0, 3.5, 0.0, 7.5, 0.0, 19.0]"
4/10/2020 4:05,"[5.25, 10.0, 1.0, 3.0, 5.0, 1.0, 1.0, 1]","[3.25, 2.75, 5.5, 4.25, 0.0, 4.0, 0.0, 2.0]",,"[6.25, 8.0, 5.0, 8.0, 0.0, 7.0, 0.0, 4.0]","[7.708333333333334, 8.0, 4.0, 10.0, 4.0, 7.0, 0.0, 5.0]","[4.0, 2.0, 7.0, 4.5, 3.0, 5.5, 0.0, 6.0]",,"[6.520833333333334, 7.5, 5.5, 9.0, 0.0, 6.5, 0.0, 8.0]","[4.479166666666667, 3.5, 5.5, 2.5, 7.0, 9.0, 0.0, 9.0]","[4.145833333333333, 6.0, 5.0, 4.0, 0.0, 6.5, 0.0, 10.0]","[5.875, 5.0, 4.0, 6.0, 6.0, 10.0, 0.0, 11.0]","[3.125, 9.0, 3.0, 0.0, 0.0, 3.0, 0.0, 12]","[2.270833333333333, 5.5, 1.5, 1.0, 0.0, 2.5, 0.0, 13.0]",,"[5.583333333333334, 7.0, 6.0, 7.0, 0.0, 4.0, 0.0, 15.0]","[6.791666666666667, 10.0, 6.0, 5.5, 4.0, 5.5, 0.0, 16]","[3.270833333333333, 2.5, 9.0, 3.5, 0.0, 2.5, 0.0, 17.0]","[3.145833333333333, 2.0, 3.0, 5.5, 0.0, 3.0, 0.0, 18.0]","[4.425, 5.5, 7.5, 4.25, 0.0, 7.0, 0.0, 19.0]"
4/10/2020 4:10,"[5.25, 10.0, 1.0, 3.0, 5.0, 1.0, 1.0, 1]","[3.125, 3.0, 4.0, 4.25, 0.0, 3.75, 0.0, 2.0]",,"[6.25, 8.0, 5.0, 8.0, 0.0, 7.0, 0.0, 4.0]","[7.708333333333334, 8.0, 4.0, 10.0, 4.0, 7.0, 0.0, 5.0]","[5.416666666666667, 4.5, 7.0, 6.5, 2.5, 6.5, 0.0, 6.0]",,"[6.583333333333334, 7.0, 7.0, 9.0, 0.0, 7.0, 0.0, 8.0]","[4.479166666666667, 3.5, 5.5, 2.5, 7.0, 9.0, 0.0, 9.0]","[4.145833333333333, 6.0, 5.0, 4.0, 0.0, 6.5, 0.0, 10.0]","[5.875, 5.0, 4.0, 6.0, 6.0, 10.0, 0.0, 11.0]","[3.125, 9.0, 3.0, 0.0, 0.0, 3.0, 0.0, 12]","[2.270833333333333, 5.5, 1.5, 1.0, 0.0, 2.5, 0.0, 13.0]",,"[5.583333333333334, 7.0, 6.0, 7.0, 0.0, 4.0, 0.0, 15.0]","[8.208333333333334, 9.0, 10.0, 8.0, 5.0, 7.0, 0.0, 16]","[2.75, 4.0, 8.0, 1.0, 0.0, 5.0, 0.0, 17.0]","[3.145833333333333, 2.0, 3.0, 5.5, 0.0, 3.0, 0.0, 18.0]","[4.425, 5.5, 7.5, 4.25, 0.0, 7.0, 0.0, 19.0]"
4/10/2020 4:15,"[5.25, 10.0, 1.0, 3.0, 5.0, 1.0, 1.0, 1]","[3.291666666666667, 5.0, 5.0, 3.0, 0.0, 2.0, 0.0, 2.0]",,"[6.25, 8.0, 5.0, 8.0, 0.0, 7.0, 0.0, 4.0]","[7.416666666666667, 8.0, 6.5, 7.0, 6.5, 7.0, 0.0, 5.0]","[5.770833333333333, 5.5, 7.0, 6.5, 3.0, 5.5, 0.0, 6.0]",,"[5.916666666666667, 6.0, 4.0, 9.0, 0.0, 7.0, 0.0, 8.0]","[4.479166666666667, 3.5, 5.5, 2.5, 7.0, 9.0, 0.0, 9.0]","[4.145833333333333, 6.0, 5.0, 4.0, 0.0, 6.5, 0.0, 10.0]","[6.979166666666667, 7.0, 2.5, 8.0, 6.0, 9.0, 0.0, 11.0]","[3.125, 9.0, 3.0, 0.0, 0.0, 3.0, 0.0, 12]","[2.270833333333333, 5.5, 1.5, 1.0, 0.0, 2.5, 0.0, 13.0]",,"[5.583333333333334, 7.0, 6.0, 7.0, 0.0, 4.0, 0.0, 15.0]","[8.208333333333334, 9.0, 10.0, 8.0, 5.0, 7.0, 0.0, 16]","[2.75, 4.0, 8.0, 1.0, 0.0, 5.0, 0.0, 17.0]","[3.145833333333333, 2.0, 3.0, 5.5, 0.0, 3.0, 0.0, 18.0]","[4.425, 5.5, 7.5, 4.25, 0.0, 7.0, 0.0, 19.0]"
4/10/2020 4:20,"[5.25, 10.0, 1.0, 3.0, 5.0, 1.0, 1.0, 1]","[3.291666666666667, 5.0, 5.0, 3.0, 0.0, 2.0, 0.0, 2.0]",,"[5.633333333333334, 5.0, 7.0, 8.0, 0.0, 7.25, 0.0, 4.0]","[7.416666666666667, 8.0, 6.5, 7.0, 6.5, 7.0, 0.0, 5.0]","[5.770833333333333, 5.5, 7.0, 6.5, 3.0, 5.5, 0.0, 6.0]",,"[5.216666666666667, 5.75, 5.0, 7.0, 0.0, 7.0, 0.0, 8.0]","[3.208333333333333, 1.0, 5.0, 3.0, 4.0, 8.0, 0.0, 9.0]","[4.145833333333333, 6.0, 5.0, 4.0, 0.0, 6.5, 0.0, 10.0]","[6.979166666666667, 7.0, 2.5, 8.0, 6.0, 9.0, 0.0, 11.0]","[3.125, 9.0, 3.0, 0.0, 0.0, 3.0, 0.0, 12]","[2.270833333333333, 5.5, 1.5, 1.0, 0.0, 2.5, 0.0, 13.0]",,"[5.583333333333334, 7.0, 6.0, 7.0, 0.0, 4.0, 0.0, 15.0]","[8.208333333333334, 9.0, 10.0, 8.0, 5.0, 7.0, 0.0, 16]","[2.75, 4.0, 8.0, 1.0, 0.0, 5.0, 0.0, 17.0]","[3.145833333333333, 2.0, 3.0, 5.5, 0.0, 3.0, 0.0, 18.0]","[3.770833333333334, 3.0, 8.5, 4.25, 0.0, 5.75, 0.0, 19.0]"
4/10/2020 4:25,"[5.25, 10.0, 1.0, 3.0, 5.0, 1.0, 1.0, 1]","[4.166666666666667, 5.0, 3.5, 5.5, 0.0, 5.0, 0.0, 2.0]",,"[5.633333333333334, 5.0, 7.0, 8.0, 0.0, 7.25, 0.0, 4.0]","[7.125000000000001, 8.0, 7.0, 5.0, 8.5, 6.5, 0.0, 5.0]","[5.541666666666667, 5.0, 8.0, 6.0, 3.0, 5.0, 0.0, 6.0]",,"[4.916666666666667, 6.0, 5.0, 6.0, 0.0, 7.0, 0.0, 8.0]","[4.500000000000001, 4.0, 6.0, 3.0, 6.0, 5.0, 0.0, 9.0]","[4.145833333333333, 6.0, 5.0, 4.0, 0.0, 6.5, 0.0, 10.0]","[8.083333333333334, 9.0, 1.0, 10.0, 6.0, 8.0, 0.0, 11]","[4.208333333333333, 6.0, 5.0, 4.5, 0.0, 3.5, 0.0, 12.0]","[3.208333333333333, 10.0, 2.0, 0.0, 0.0, 1.0, 0.0, 13]",,"[5.583333333333334, 7.0, 6.0, 7.0, 0.0, 4.0, 0.0, 15.0]","[8.208333333333334, 9.0, 10.0, 8.0, 5.0, 7.0, 0.0, 16]","[3.9583333333333335, 6.0, 6.0, 3.5, 0.0, 3.5, 0.5, 17.0]","[4.041666666666667, 3.0, 3.0, 7.0, 0.0, 4.0, 0.0, 18.0]","[3.770833333333334, 3.0, 8.5, 4.25, 0.0, 5.75, 0.0, 19.0]"
4/10/2020 4:30,"[5.25, 10.0, 1.0, 3.0, 5.0, 1.0, 1.0, 1]","[4.166666666666667, 5.0, 3.5, 5.5, 0.0, 5.0, 0.0, 2.0]",,"[5.633333333333334, 5.0, 7.0, 8.0, 0.0, 7.25, 0.0, 4.0]","[6.875, 8.0, 9.0, 4.0, 8.0, 6.0, 0.0, 5.0]","[4.75, 4.0, 6.0, 6.0, 2.0, 4.0, 0.0, 6.0]",,"[5.666666666666667, 6.5, 5.5, 7.5, 0.0, 6.5, 0.0, 8.0]","[4.520833333333333, 5.0, 5.0, 2.5, 6.0, 6.0, 0.0, 9.0]","[4.229166666666667, 5.75, 6.0, 4.0, 0.0, 7.25, 0.0, 10.0]","[8.083333333333334, 9.0, 1.0, 10.0, 6.0, 8.0, 0.0, 11]","[4.208333333333333, 6.0, 5.0, 4.5, 0.0, 3.5, 0.0, 12.0]","[3.208333333333333, 10.0, 2.0, 0.0, 0.0, 1.0, 0.0, 13]",,"[5.9375, 8.0, 6.5, 7.0, 0.0, 4.0, 0.0, 15.0]","[8.208333333333334, 9.0, 10.0, 8.0, 5.0, 7.0, 0.0, 16]","[3.9583333333333335, 6.0, 6.0, 3.5, 0.0, 3.5, 0.5, 17.0]","[4.500000000000001, 5.5, 3.5, 6.0, 0.0, 5.0, 0.0, 18.0]","[3.979166666666667, 2.0, 8.5, 5.75, 0.0, 4.25, 0.0, 19.0]"
4/10/2020 4:35,"[3.7291666666666665, 5.0, 1.5, 2.5, 5.0, 2.5, 0.5, 1.0]","[4.291666666666667, 5.5, 3.25, 5.5, 0.0, 5.25, 0.0, 2.0]",,"[5.633333333333334, 5.0, 7.0, 8.0, 0.0, 7.25, 0.0, 4.0]","[7.000000000000001, 7.5, 7.5, 5.0, 9.0, 3.0, 0.5, 5.0]","[4.979166666666667, 4.5, 5.0, 6.5, 2.0, 4.5, 0.0, 6.0]",,"[5.237500000000001, 5.75, 5.5, 7.0, 0.0, 6.0, 0.0, 8.0]","[4.333333333333334, 7.0, 5.0, 2.0, 4.0, 2.0, 0.0, 9.0]","[3.4375, 3.5, 6.0, 3.5, 0.0, 8.5, 0.0, 10.0]","[8.083333333333334, 9.0, 1.0, 10.0, 6.0, 8.0, 0.0, 11]","[1.4166666666666667, 3.0, 3.0, 0.0, 0.0, 4.0, 0.0, 12.0]","[2.5625000000000004, 7.0, 1.0, 0.5, 0.0, 5.0, 0.0, 13.0]",,"[6.083333333333333, 9.0, 6.5, 6.5, 0.0, 5.0, 0.0, 15.0]","[8.208333333333334, 9.0, 10.0, 8.0, 5.0, 7.0, 0.0, 16]","[3.5000000000000004, 8.0, 4.0, 1.0, 0.0, 7.0, 1.0, 17]","[4.500000000000001, 5.5, 3.5, 6.0, 0.0, 5.0, 0.0, 18.0]","[3.979166666666667, 2.0, 8.5, 5.75, 0.0, 4.25, 0.0, 19.0]"
4/10/2020 4:40,"[2.208333333333333, 0.0, 2.0, 2.0, 5.0, 4.0, 0.0, 1]","[4.458333333333333, 6.0, 3.5, 5.5, 0.0, 5.0, 0.0, 2.0]",,"[5.0, 2.0, 9.0, 8.0, 0.0, 7.0, 0.0, 4]","[7.000000000000001, 7.5, 7.5, 5.0, 9.0, 3.0, 0.5, 5.0]","[4.979166666666667, 4.5, 5.0, 6.5, 2.0, 4.5, 0.0, 6.0]",,"[5.333333333333334, 5.75, 6.25, 7.0, 0.0, 6.0, 0.0, 8.0]","[4.333333333333334, 7.0, 5.0, 2.0, 4.0, 2.0, 0.0, 9.0]","[3.4375, 3.5, 6.0, 3.5, 0.0, 8.5, 0.0, 10.0]","[8.083333333333334, 9.0, 1.0, 10.0, 6.0, 8.0, 0.0, 11]","[3.020833333333333, 2.0, 4.0, 4.5, 0.0, 6.0, 0.0, 12.0]","[2.5625000000000004, 7.0, 1.0, 0.5, 0.0, 5.0, 0.0, 13.0]",,"[5.979166666666667, 8.0, 6.5, 7.0, 0.0, 5.0, 0.0, 15.0]","[8.208333333333334, 9.0, 10.0, 8.0, 5.0, 7.0, 0.0, 16]","[3.5000000000000004, 8.0, 4.0, 1.0, 0.0, 7.0, 1.0, 17]","[4.875, 8.0, 4.0, 5.0, 0.0, 4.0, 0.0, 18.0]","[2.645833333333333, 2.0, 8.0, 2.5, 0.0, 3.0, 0.0, 19.0]"
4/10/2020 4:45,"[4.4375, 2.0, 1.5, 5.0, 7.5, 5.5, 0.0, 1.0]","[4.445833333333334, 5.5, 3.75, 5.75, 0.0, 5.25, 0.0, 2.0]",,"[5.0, 2.0, 9.0, 8.0, 0.0, 7.0, 0.0, 4]","[6.5, 7.0, 10.0, 4.0, 8.0, 1.0, 0.0, 5.0]","[4.791666666666667, 5.0, 4.0, 6.0, 2.0, 4.0, 0.0, 6.0]",,"[4.570833333333334, 5.0, 6.25, 5.5, 0.0, 6.5, 0.0, 8.0]","[4.333333333333334, 7.0, 5.0, 2.0, 4.0, 2.0, 0.0, 9.0]","[3.4375, 3.5, 6.0, 3.5, 0.0, 8.5, 0.0, 10.0]","[8.083333333333334, 9.0, 1.0, 10.0, 6.0, 8.0, 0.0, 11]","[3.020833333333333, 2.0, 4.0, 4.5, 0.0, 6.0, 0.0, 12.0]","[2.5625000000000004, 7.0, 1.0, 0.5, 0.0, 5.0, 0.0, 13.0]",,"[6.4375, 9.0, 7.5, 7.0, 0.0, 6.0, 0.0, 15.0]","[6.604166666666667, 6.75, 5.25, 6.25, 7.0, 4.25, 0.0, 16.0]","[3.5000000000000004, 8.0, 4.0, 1.0, 0.0, 7.0, 1.0, 17]","[4.395833333333334, 8.5, 6.5, 2.5, 0.0, 4.0, 0.0, 18.0]","[2.645833333333333, 2.0, 8.0, 2.5, 0.0, 3.0, 0.0, 19.0]"
4/10/2020 4:50,"[5.0, 0.0, 2.0, 8.0, 7.0, 7.0, 0.0, 1.0]","[4.445833333333334, 5.5, 3.75, 5.75, 0.0, 5.25, 0.0, 2.0]",,,"[6.5, 7.0, 10.0, 4.0, 8.0, 1.0, 0.0, 5.0]","[5.645833333333334, 5.5, 5.0, 6.5, 4.0, 3.5, 0.0, 6.0]",,"[4.2375, 4.25, 5.5, 5.5, 0.0, 6.0, 0.0, 8.0]","[4.187500000000001, 5.0, 5.5, 1.5, 6.0, 5.5, 0.0, 9.0]","[2.4166666666666665, 1.0, 5.0, 3.0, 0.0, 9.0, 0.0, 10.0]","[8.083333333333334, 9.0, 1.0, 10.0, 6.0, 8.0, 0.0, 11]","[2.4166666666666665, 3.0, 5.0, 2.0, 0.0, 4.0, 0.0, 12.0]","[1.9166666666666663, 4.0, 0.0, 1.0, 0.0, 9.0, 0.0, 13]",,"[6.4375, 9.0, 7.5, 7.0, 0.0, 6.0, 0.0, 15.0]","[6.604166666666667, 6.75, 5.25, 6.25, 7.0, 4.25, 0.0, 16.0]","[5.1875, 8.5, 4.0, 5.0, 0.0, 8.0, 0.5, 17.0]","[4.395833333333334, 8.5, 6.5, 2.5, 0.0, 4.0, 0.0, 18.0]","[2.645833333333333, 2.0, 8.0, 2.5, 0.0, 3.0, 0.0, 19.0]"
4/10/2020 4:55,"[5.0, 0.0, 2.0, 8.0, 7.0, 7.0, 0.0, 1.0]","[4.166666666666667, 5.0, 3.5, 5.5, 0.0, 5.0, 0.0, 2.0]",,,"[6.5, 7.0, 10.0, 4.0, 8.0, 1.0, 0.0, 5.0]","[5.666666666666667, 6.0, 4.0, 7.0, 3.0, 4.0, 0.0, 6.0]",,"[4.708333333333334, 4.25, 6.25, 6.5, 0.0, 6.0, 0.0, 8.0]","[4.187500000000001, 5.0, 5.5, 1.5, 6.0, 5.5, 0.0, 9.0]","[2.4166666666666665, 1.0, 5.0, 3.0, 0.0, 9.0, 0.0, 10.0]",,"[2.4166666666666665, 3.0, 5.0, 2.0, 0.0, 4.0, 0.0, 12.0]","[4.145833333333333, 6.0, 2.5, 5.0, 0.0, 5.0, 0.0, 13.0]",,"[6.395833333333333, 9.0, 7.5, 7.0, 0.0, 5.0, 0.0, 15.0]","[6.645833333333333, 9.0, 8.0, 4.5, 5.0, 7.0, 0.0, 16.0]","[3.7916666666666665, 9.0, 4.0, 1.0, 0.0, 7.0, 0.0, 17.0]","[4.395833333333334, 8.5, 6.5, 2.5, 0.0, 4.0, 0.0, 18.0]","[3.1333333333333333, 3.0, 8.5, 2.75, 0.0, 4.0, 0.0, 19.0]"
4/10/2020 5:00,"[5.0, 0.0, 2.0, 8.0, 7.0, 7.0, 0.0, 1.0]","[4.25, 5.0, 4.0, 5.5, 0.0, 5.5, 0.0, 2.0]",,,"[6.5, 7.0, 10.0, 4.0, 8.0, 1.0, 0.0, 5.0]","[5.750000000000001, 7.0, 4.0, 7.0, 2.0, 4.0, 0.0, 6.0]",,"[4.708333333333334, 4.25, 6.25, 6.5, 0.0, 6.0, 0.0, 8.0]","[4.187500000000001, 5.0, 5.5, 1.5, 6.0, 5.5, 0.0, 9.0]","[3.354166666666667, 3.5, 5.0, 3.5, 0.0, 9.5, 0.0, 10.0]",,"[2.4166666666666665, 3.0, 5.0, 2.0, 0.0, 4.0, 0.0, 12.0]","[4.145833333333333, 6.0, 2.5, 5.0, 0.0, 5.0, 0.0, 13.0]",,"[6.291666666666667, 9.0, 7.0, 7.0, 0.0, 4.0, 0.0, 15.0]","[6.645833333333333, 9.0, 8.0, 4.5, 5.0, 7.0, 0.0, 16.0]","[4.4375, 8.5, 4.5, 3.0, 0.0, 6.5, 0.0, 17.0]","[4.395833333333334, 8.5, 6.5, 2.5, 0.0, 4.0, 0.0, 18.0]","[3.1333333333333333, 3.0, 8.5, 2.75, 0.0, 4.0, 0.0, 19.0]"
4/10/2020 5:05,"[5.0, 0.0, 2.0, 8.0, 7.0, 7.0, 0.0, 1.0]","[3.9375, 4.0, 3.75, 5.5, 0.0, 5.75, 0.0, 2.0]",,,"[6.5, 7.0, 10.0, 4.0, 8.0, 1.0, 0.0, 5.0]","[5.750000000000001, 7.0, 4.0, 7.0, 2.0, 4.0, 0.0, 6.0]",,"[4.708333333333334, 4.25, 6.25, 6.5, 0.0, 6.0, 0.0, 8.0]","[4.916666666666667, 7.0, 4.0, 3.0, 4.0, 10.0, 0.0, 9.0]","[3.354166666666667, 3.5, 5.0, 3.5, 0.0, 9.5, 0.0, 10.0]",,"[2.8541666666666665, 3.0, 4.5, 3.5, 0.0, 2.5, 0.0, 12.0]","[4.145833333333333, 6.0, 2.5, 5.0, 0.0, 5.0, 0.0, 13.0]",,"[6.25, 9.0, 6.0, 7.0, 0.0, 6.0, 0.0, 15.0]","[4.875, 6.75, 4.5, 3.75, 3.0, 7.5, 0.0, 16.0]","[4.4375, 8.5, 4.5, 3.0, 0.0, 6.5, 0.0, 17.0]","[5.708333333333333, 8.0, 10.0, 5.0, 0.0, 6.0, 0.0, 18]","[3.229166666666667, 4.0, 8.0, 2.5, 0.0, 3.0, 0.0, 19.0]"
4/10/2020 5:10,"[5.0, 0.0, 2.0, 8.0, 7.0, 7.0, 0.0, 1.0]","[3.6875, 3.0, 4.0, 5.5, 0.0, 6.0, 0.0, 2.0]",,,"[6.5, 7.0, 10.0, 4.0, 8.0, 1.0, 0.0, 5.0]","[5.583333333333334, 7.0, 4.0, 6.0, 3.0, 4.0, 0.0, 6.0]",,"[4.55, 5.0, 6.25, 5.5, 0.0, 6.0, 0.0, 8.0]","[5.0, 6.0, 5.5, 3.5, 4.0, 10.0, 0.0, 9.0]","[2.458333333333333, 1.0, 5.0, 3.0, 0.0, 10.0, 0.0, 10.0]",,"[2.8541666666666665, 3.0, 4.5, 3.5, 0.0, 2.5, 0.0, 12.0]","[5.166666666666667, 4.0, 4.0, 9.0, 0.0, 3.0, 0.0, 13.0]",,"[6.687500000000001, 9.0, 6.5, 8.0, 0.0, 6.0, 0.0, 15.0]","[4.875, 6.75, 4.5, 3.75, 3.0, 7.5, 0.0, 16.0]","[4.4375, 8.5, 4.5, 3.0, 0.0, 6.5, 0.0, 17.0]","[5.708333333333333, 8.0, 10.0, 5.0, 0.0, 6.0, 0.0, 18]","[3.375, 6.0, 6.5, 2.0, 0.0, 1.5, 0.0, 19.0]"
4/10/2020 5:15,"[5.0, 0.0, 2.0, 8.0, 7.0, 7.0, 0.0, 1.0]","[3.125, 3.0, 4.0, 4.0, 0.0, 6.0, 0.0, 2.0]",,,"[6.5, 7.0, 10.0, 4.0, 8.0, 1.0, 0.0, 5.0]","[4.625, 5.0, 4.0, 5.0, 3.0, 4.0, 0.0, 6.0]",,"[4.55, 5.0, 6.25, 5.5, 0.0, 6.0, 0.0, 8.0]","[4.708333333333334, 5.0, 7.0, 3.0, 4.0, 10.0, 0.0, 9.0]","[2.458333333333333, 1.0, 5.0, 3.0, 0.0, 10.0, 0.0, 10.0]","[10.0, 10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 11]","[2.8541666666666665, 3.0, 4.5, 3.5, 0.0, 2.5, 0.0, 12.0]","[5.166666666666667, 4.0, 4.0, 9.0, 0.0, 3.0, 0.0, 13.0]",,"[6.6375, 9.0, 7.75, 7.5, 0.0, 5.5, 0.0, 15.0]","[3.854166666666667, 5.25, 2.0, 3.75, 1.5, 8.5, 0.0, 16.0]","[5.375, 9.0, 5.0, 5.0, 0.0, 6.0, 0.0, 17.0]","[5.708333333333333, 8.0, 10.0, 5.0, 0.0, 6.0, 0.0, 18]","[3.375, 6.0, 6.5, 2.0, 0.0, 1.5, 0.0, 19.0]"
4/10/2020 5:20,"[5.0, 0.0, 2.0, 8.0, 7.0, 7.0, 0.0, 1.0]","[3.125, 3.0, 4.0, 4.0, 0.0, 6.0, 0.0, 2.0]",,,"[5.25, 4.0, 7.5, 5.0, 6.0, 0.5, 0.5, 5.0]","[5.166666666666667, 6.0, 6.0, 5.0, 3.0, 4.0, 0.0, 6.0]",,"[4.625, 4.5, 6.5, 6.0, 0.0, 6.0, 0.0, 8.0]","[4.708333333333334, 5.0, 7.0, 3.0, 4.0, 10.0, 0.0, 9.0]","[2.458333333333333, 1.0, 5.0, 3.0, 0.0, 10.0, 0.0, 10.0]","[6.9375, 6.5, 6.5, 6.5, 8.5, 0.5, 0.0, 11.0]","[2.8541666666666665, 3.0, 4.5, 3.5, 0.0, 2.5, 0.0, 12.0]","[5.166666666666667, 4.0, 4.0, 9.0, 0.0, 3.0, 0.0, 13.0]",,"[6.625, 9.0, 9.0, 7.0, 0.0, 6.0, 0.0, 15.0]","[3.854166666666667, 5.25, 2.0, 3.75, 1.5, 8.5, 0.0, 16.0]","[5.375, 9.0, 5.0, 5.0, 0.0, 6.0, 0.0, 17.0]","[4.666666666666667, 9.0, 6.5, 2.5, 0.0, 7.0, 0.0, 18.0]","[3.375, 6.0, 6.5, 2.0, 0.0, 1.5, 0.0, 19.0]"
4/10/2020 5:25,"[5.0, 0.0, 2.0, 8.0, 7.0, 7.0, 0.0, 1.0]","[2.783333333333333, 2.5, 3.75, 3.5, 0.0, 6.5, 0.0, 2.0]",,,"[5.25, 4.0, 7.5, 5.0, 6.0, 0.5, 0.5, 5.0]","[5.104166666666667, 5.5, 5.0, 5.0, 4.0, 4.0, 0.0, 6.0]",,"[5.195833333333334, 5.5, 7.25, 6.5, 0.0, 6.0, 0.0, 8.0]","[5.0, 6.0, 7.0, 3.5, 4.0, 5.5, 0.0, 9.0]","[2.458333333333333, 1.0, 5.0, 3.0, 0.0, 10.0, 0.0, 10.0]","[6.9375, 6.5, 6.5, 6.5, 8.5, 0.5, 0.0, 11.0]","[2.8541666666666665, 3.0, 4.5, 3.5, 0.0, 2.5, 0.0, 12.0]","[5.166666666666667, 4.0, 4.0, 9.0, 0.0, 3.0, 0.0, 13.0]",,"[6.625, 9.0, 9.0, 7.0, 0.0, 6.0, 0.0, 15.0]","[3.854166666666667, 5.25, 2.0, 3.75, 1.5, 8.5, 0.0, 16.0]","[5.375, 9.0, 5.0, 5.0, 0.0, 6.0, 0.0, 17.0]","[5.791666666666667, 8.0, 10.0, 5.0, 0.0, 8.0, 0.0, 18.0]","[4.666666666666667, 10.0, 4.0, 3.0, 0.0, 3.0, 0.0, 19.0]"
